,ID,Pun,Sense Key 1,Sense Key 2,Sentence
528,hom_911_15,garnished,garnish%2:40:00::,garnish%2:36:00::,"The parsley farmer couldn ' t pay his child support , so the courts garnished his wages . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
529,hom_912_9,express,express%5:00:00:explicit:00,express%5:00:00:fast:01,She started a new courier business for an express purpose . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
530,hom_914_7,rare,rare%5:00:00:raw:00,rare%5:00:00:infrequent:00,Some people like raw meat on rare occasions . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
531,hom_915_16,observant,observant%5:00:00:attentive:00,observant%5:00:00:lawful:00,"To a person who is attentive to minutiae : ' ' You ' re certainly observant , even if you ' re not religious . ' ' nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
532,hom_916_8,grounded,ground%2:31:00::,ground%2:35:02::,An Electrician ' s work is well grounded . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
533,hom_917_15,fired,fire_up%2:37:00::,fire%1:11:00::;fire%2:30:03::;fire%1:06:00::;fire%1:22:00::,When he found out that he would visit a real blacksmith he got all fired up . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
534,hom_918_17,dry,dry%3:00:01::,dry%5:00:00:unstimulating:00,"The scorpion said to the desert , ' You know , our conversations are always so dry . ' nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
535,hom_920_11,blowup,blowup%1:11:00::,blowup%1:10:00::,An argument at the Bomb Squad convention ended in a blowup . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
536,hom_923_6,issues,issue%1:10:00::,issue%1:09:01::,You ' ve got more issues than Time magazine . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
537,hom_924_10,cuts,cut%1:04:01::,cut%1:04:05::,Saw makers losing money have to make lots of cuts . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
538,hom_925_10,docked,dock%2:40:01::,dock%2:38:00::,When longshoremen show up late for work they get docked . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
539,hom_929_13,haywire,haywire%5:00:00:insane:00,haywire%5:00:00:malfunctioning:00,"She was only a Electrician ' s daughter , but she went haywire . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
540,hom_934_10,spirits,spirit%1:07:00::,spirit%1:18:00::,"OLD MEDIUMS never die , they just lose their spirits . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
541,hom_937_22,complex,complex%1:06:00::,complex%1:12:00::,"I used to be afraid of purchasing residential property for the purpose of renting , but now I have an apartment complex . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
542,hom_938_8,split,split%2:35:00::,split%2:38:00::,"OLD LUMBERJACKS never die , they just split . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
543,hom_939_6,space,space%1:25:00::;space%1:15:00::,space%1:15:01::,Martians welcome . We have space for everyone . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
544,hom_940_22,balls,ball%1:06:02::,ball%1:08:01::,"It ' s not that the man did not know how to juggle , he just didn ' t have the balls to do it . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
545,hom_941_28,change,change%1:24:00::,change%1:21:01::,A small boy swallowed some coins and was taken to a hospital . When his grandmother telephoned to ask how he was a nurse said ' No change yet ' . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
546,hom_942_10,stroke,stroke%1:26:00::,stroke%1:04:04::,"OLD SWIMMERS never die , they just have a stroke . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
547,hom_943_9,leaf,leaf%1:20:00::,leaf%2:39:10::,The landscaper thought gardening magazines were fun to leaf through . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
548,hom_945_14,stacked,stacked%5:00:00:shapely:00,stack%2:35:00::,"She was only a Bricklayer ' s daughter , but she was certainly stacked . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
549,hom_946_12,driving,drive%2:41:02::,drive%2:38:01::,A boy saving up for a car has a lot of driving ambition . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
550,hom_949_17,Knock,knock%2:35:01::,knock%2:32:02::,"When I commented on a friend ' s psychedelic door he said , Don ' t Knock It . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
551,hom_954_13,line,line%1:06:07::,line%1:06:00::,The fish missed the call because he was stuck on the other line . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
552,hom_956_8,leaps,leap%1:04:00::,leap%1:11:00::,"No bungee cords , but we encourage leaps of faith . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
553,hom_958_15,toast,toast%1:13:00::,toast%1:18:01::,My friend ' s bakery burned down last night . Now his business is toast . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
554,hom_959_15,frank,frank_sinatra%1:18:00::,frank%5:00:00:direct:02,"I can do an excellent impression of Sinatra , said Tom , being perfectly frank . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
555,hom_960_13,spin,spin%1:04:03::,spin%1:04:00::,The roulette dealer had a unique personality . He had a different spin on everything . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
556,hom_962_16,operate,operate%2:35:03::,operate%2:29:00::,"She was only a Doctor ' s daughter , but she really knew how to operate . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
557,hom_964_13,conduct,conduct%2:41:01::,conduct%2:36:00::,Musicians need a leader because they don ' t know how to conduct themselves . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
558,hom_968_1,Jumping,jump%2:38:00::,jump%2:30:05::,Jumping to conclusions is bad exercise nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
559,hom_969_14,cooked,cook%2:36:00::,cook%2:41:00::,An accountant for a restaurant has to be sure the books are not cooked . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
560,hom_970_8,exhausted,exhaust%1:27:00::,exhaust%2:29:00::,OLD MUFFLERS never die they just get exhausted . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
561,hom_971_6,sign,sign%1:10:05::,sign%1:10:00::,"If you’re looking for a sign from god , this is it . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
562,hom_972_8,trail,trail%1:06:00::,trail%2:38:01::,"OLD HIKERS never die , they just trail away . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
563,hom_973_7,beady,beady%5:00:00:bright:00,beady%5:00:00:adorned:00,People who make necklaces may get beady eyes . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
564,hom_974_8,downhill,downhill%4:02:00::,downhill%4:02:01::,A skier retired because he was going downhill . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
565,hom_976_13,pull,pull_together%2:35:00::,pull%2:35:04::,"Doctor , Doctor I feel like a pair of curtains - Well pull yourself together then . Next . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
566,hom_977_11,stand,stand%2:35:00::,stand%2:31:00::,"The gravity was so powerful , I couldn ' t stand it . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
567,hom_979_18,lousy,lousy%5:00:00:bad:00,lousy%5:00:00:dirty:01,"I can ' t remember ever getting nits as a kid , although I do have a lousy memory . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
568,hom_981_13,stunning,stun%2:30:00::,stunning%5:00:00:beautiful:00,"I knew a woman who owned a taser , man was she stunning ! nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
569,hom_984_21,locked,lock%2:30:00::,lock_up%2:35:01::,Did you hear about the man who was jabbed in the back with a set of keys ? His back locked up . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
570,hom_985_11,sign,sign_off%2:32:00::,sign%2:32:04::,"OLD INTERPRETERS (for the deaf) never die , they just sign off . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
571,hom_987_10,calf,calf%1:05:00::,calf%1:08:00::,The dairy farmer while milking his cow strained his calf in the process . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
572,hom_990_11,plant,plant%2:35:00::,plant%2:35:01::,Just because pews come in rows doesn’t mean we should plant ourselves there nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
573,hom_992_21,poacher,poach%2:30:00::,poacher%1:18:00::,Getting this job managing a country estate has put me off fried eggs . I ' m a gamekeeper turned poacher . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
574,hom_993_19,reservations,reservation%1:15:00::,reservation%1:04:01::,"I wanted to have dinner at a native American themed restaurant , but I didn ' t have reservations . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
575,hom_994_11,stave,stave%1:06:00::,stave_off%2:41:00::,Why did the termites eat the wooden barrel ? To stave off hunger . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
576,hom_995_17,calves,calf%1:05:00::,calf%1:08:00::,"She was only a Rancher ' s daughter , but she couldn ' t keep her calves together . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
577,hom_996_16,thrown,throw%2:35:00::,throw%2:37:00::,The intelligent entrepreneur ' s idea for designing catapults meant that his boss was completely thrown . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
578,hom_998_19,kidding,kid%2:32:01::,kid%1:05:00::,"A boy told his parents he wanted to raise goats for a living , but he was only kidding . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
579,hom_1002_11,point,point%1:10:01::,point%1:06:00::;point%1:25:00::,"OLD SEAMSTRESSES never die , they just come to the point . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
580,hom_1004_12,stalking,stalk%2:38:01::,stalk%1:20:00::,Thieves who steal corn from a garden could be charged with stalking . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
581,hom_1006_11,faculties,faculty%1:09:00::,faculty%1:14:00::,"Old school principals never die , they just lose their faculties . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
582,hom_1007_15,looking,look_into%2:31:00::,look%2:39:00::,A hole has been found in the nudist camp wall . The police are looking into it . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
583,hom_1008_8,knockout,knockout%1:18:00::,knockout%1:04:00::,The boxer ' s girlfriend was a knockout . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
584,hom_1010_9,reflective,reflective%3:00:00::,reflective%5:00:00:thoughtful:00,After he bought a mirror he became very reflective . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
585,hom_1013_5,tap,tap%2:40:00::,tap%1:06:00::,Plumbers often have to tap their natural abilities . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
586,hom_1014_17,DRIFT,drift%1:17:00::,drift%1:09:00::,"He threw snow in his neighbor ' s driveway and shouted , DO YOU GET MY DRIFT ? nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
587,hom_1015_13,strain,strain%1:26:02::,strain%2:35:01::;strain%2:35:00::,"Old colanders never die , they just can ' t take the strain anymore . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
588,hom_1016_18,sentence,sentence%1:10:00::,sentence%1:28:00::,A prisoner ' s favorite punctuation mark is the period . It marks the end of his sentence . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
589,hom_1017_15,picket,picket%2:41:00::,picket%1:06:00::,"The fence builders were upset with their working conditions , so the started to picket . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
590,hom_1018_7,turn,turn_up%2:30:00::,turn_up%2:35:00::,"If your waiting for something to turn up , try your sleeves . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
591,hom_1020_7,absorbed,absorb%2:31:06::,absorb%2:35:00::,Those who make sponges get very absorbed in their work . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
592,hom_1023_3,pits,pit%1:17:00::,the_pits%1:15:00::,Hell’s the pits nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
593,hom_1024_12,connections,connection%1:18:01::,connection%1:06:00::,"OLD ELECTRICIANS never die , they just can ' t make connections nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
594,hom_1025_8,rendered,render%2:30:00::,render%2:30:04::,"When the butter melted , it was rendered useless . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
595,hom_1028_20,Make,make_up%2:41:00::,make_up%2:29:00::,The cosmetic student was sick on the day of the final exam . Now she has to take a Make Up exam . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
596,hom_1030_8,state,state%1:15:01::,state%1:26:02::,Q : River Ravi flows in which state ? A : Liquid . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
597,hom_1031_11,circulation,circulation%1:10:00::,circulation%1:19:00::,"OLD NEWSPAPER PUBLISHERS never die , they just lose their circulation . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
598,hom_1032_11,stern,stern%1:06:00::,stern%5:00:00:nonindulgent:00,A leak in the back of a boat is a stern warning . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
599,hom_1034_16,dark,dark%3:00:01::,dark%5:00:00:evil:00,A politician decided to resign on the day of an eclipse because it was a dark day . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
600,hom_1035_11,buzz,buzz%1:11:00::,buzz%1:04:00::,When the beekeeper moved into town he created quite a buzz . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
601,hom_1036_13,projected,project%2:32:00::,project%2:39:01::,"' ' This movie will be very popular , ' ' Tom projected . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
602,hom_1037_7,cop,cop_out%2:31:00::,cop%1:18:00::,OLD POLICEMEN never die they just cop out . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
603,hom_1039_9,fired,fire%2:41:00::,fire%2:33:00::,OLD HUMAN CANNONBALLS never die they just get fired . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
604,hom_1040_8,developing,develop%2:30:00::,develop%2:39:00::,OLD PHOTOGRAPHERS never die they just stop developing . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
605,hom_1042_7,illuminating,illuminating%3:00:00::;illuminate%2:30:03::,illuminate%2:31:00::,Edison thought it would be an illuminating experience . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
606,hom_1043_10,counter,counter%1:06:00::,counter%1:18:00::,The best place for a mathematician is behind a counter . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
607,hom_1044_12,struck,strike%2:35:01::,strike%2:39:00::,I was struggling to figure out how lightning works then it struck me . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
608,hom_1045_12,net,net%1:21:00::,net%1:06:02::,"The man found something to catch fish , which was a net gain . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
609,hom_1049_7,legend,legend%1:10:01::,legend%1:10:00::,Some business graphs are full of legend . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
